HGNC_SYMBOL,LOG2FC,PVALUE
RPS5,-0.015,0.855
RPS6,0.009,0.984
RPS6KA1,-0.105,0.215
RPS6KA2,-0.457,0.000
RPS6KA3,-0.091,0.362
RPS6KA4,0.175,0.116
RPS6KA5,-0.194,0.029
RPS6KA6,0.243,0.370
RPS6KB1,-0.004,0.761
RPS6KB2,0.087,0.436
RPS6KC1,0.018,0.873
RPS6KL1,0.015,0.913
RPS7,-0.112,0.204
RPS7P5,-0.057,0.675
RPS8,-0.001,0.990
RPS9,-0.028,0.798
RPSA,0.031,0.716
RPSAP52,0.031,0.812
RPTN,-0.004,0.946
RPTOR,0.138,0.184
RPUSD1,0.085,0.348
RPUSD2,-0.101,0.187
RPUSD3,0.029,0.730
RPUSD4,-0.074,0.457
RQCD1,0.218,0.530
RRAD,0.259,0.436
RRAGA,-0.032,0.733
RRAGB,-0.052,0.833
RRAGC,0.171,0.211
RRAGD,0.273,0.064
RRAS,0.107,0.386
RRAS2,0.201,0.044
RRBP1,-0.175,0.269
RREB1,-0.069,0.830
RRH,-0.064,0.694
RRM1,-0.007,0.927
RRM2,-0.877,0.034
RRM2B,0.046,0.904
RRN3,-0.056,0.285
RRN3P2,-0.309,0.558
RRNAD1,0.022,0.784
RRP1,0.284,0.493
RRP12,-0.051,0.615
RRP15,-0.195,0.219
RRP1B,0.131,0.164
RRP36,0.002,0.976
RRP7A,0.017,0.868
RRP7B,0.041,0.808
RRP8,-0.143,0.243
RRP9,-0.062,0.586
RRS1,-0.085,0.204
RS1,-2.310,0.167
RSAD1,0.009,0.891
RSAD2,0.125,0.307
RSBN1,-0.078,0.435
RSBN1L,-0.040,0.561
RSC1A1,0.174,0.166
RSF1,0.121,0.202
RSG1,-0.030,0.800
RSL1D1,0.000,0.595
RSL24D1,-0.261,0.327
RSPH1,-0.300,0.018
RSPH10B,0.931,0.147
RSPH3,-0.059,0.472
RSPH4A,-0.413,0.224
RSPH6A,-0.737,0.069
RSPH9,0.394,0.065
RSPO1,-0.010,0.867
RSPO2,0.120,0.302
RSPO3,0.165,0.182
RSPO4,0.053,0.467
RSPRY1,-0.258,0.036
RSRC1,-0.050,0.496
RSRC2,-0.145,0.101
RSU1,0.014,0.324
RTBDN,0.130,0.838
RTCD1,-0.044,0.547
RTDR1,0.356,0.273
RTEL1,0.060,0.645
RTF1,-0.023,0.830
RTKN,-0.220,0.033
RTKN2,-0.097,0.809
RTL1,0.000,1.000
RTN1,-0.355,0.274
RTN2,0.380,0.022
RTN3,0.181,0.291
RTN4,-0.088,0.402
RTN4IP1,-0.179,0.032
RTN4R,0.715,0.001
RTN4RL1,0.237,0.104
RTN4RL2,-0.117,0.678
RTP1,-0.163,0.785
RTP2,-0.338,0.470
RTP3,0.300,0.052
RTP4,-0.123,0.390
RTTN,-0.161,0.415
RUFY1,0.100,0.526
RUFY2,-0.067,0.476
RUFY3,0.137,0.740
RUFY4,-0.231,0.578
RUNDC1,-0.090,0.561
RUNDC3A,0.292,0.272
RUNDC3B,-0.060,0.620
RUNX1,-0.075,0.202
RUNX1T1,-0.223,0.562
RUNX2,-0.443,0.663
RUNX3,0.326,0.631
RUSC1,-0.076,0.395
RUSC1-AS1,0.037,0.899
RUSC2,-0.018,0.905
RUVBL1,-0.063,0.589
RUVBL2,0.021,0.791
RWDD1,-0.042,0.785
RWDD2A,-0.345,0.062
RWDD2B,-0.254,0.026
RWDD3,-0.315,0.112
RWDD4,-0.116,0.617
RXFP1,0.009,0.881
RXFP2,0.422,0.132
RXFP3,0.039,0.849
RXFP4,0.128,0.722
RXRA,-0.354,0.013
RXRB,0.086,0.460
RXRG,0.263,0.673
RYBP,0.156,0.210
RYK,0.009,0.886
RYR1,-0.082,0.424
RYR2,0.024,0.838
RYR3,-0.865,0.314
S100A1,0.134,0.079
S100A10,-0.053,0.660
S100A11,0.387,0.045
S100A12,-0.148,0.654
S100A13,0.026,0.825
S100A14,-0.101,0.402
S100A16,0.259,0.118
S100A2,-0.096,0.314
S100A3,0.041,0.810
S100A4,0.141,0.872
S100A5,0.585,0.269
S100A6,-0.025,0.869
S100A7,0.034,0.879
S100A7A,-0.091,0.819
S100A7L2,0.022,0.748
S100A8,-0.220,0.743
S100A9,-0.448,0.005
S100B,-0.387,0.266
S100G,0.040,0.522
S100P,0.406,0.217
S100PBP,0.248,0.036
S100Z,-0.191,0.387
S1PR1,0.563,0.020
S1PR2,0.204,0.032
S1PR3,-0.179,0.420
S1PR4,0.374,0.031
S1PR5,-0.223,0.333
SAA1,-0.101,0.474
SAA2,-0.342,0.006
SAA3P,-0.266,0.573
SAA4,-0.489,0.027
SAAL1,-0.030,0.773
SAC3D1,0.056,0.567
SACM1L,0.037,0.643
SACS,-0.147,0.285
SAE1,0.042,0.777
SAFB,0.014,0.920
SAFB2,0.030,0.743
SAG,-0.126,0.852
SAGE1,-0.188,0.610
SALL1,-0.375,0.058
SALL2,-0.120,0.574
SALL3,-0.030,0.926
SALL4,-0.136,0.469
SAMD1,0.000,0.997
SAMD10,0.041,0.805
SAMD11,0.067,0.701
SAMD12,0.304,0.344
SAMD12-AS1,-0.046,0.743
SAMD13,-0.313,0.204
SAMD14,0.086,0.784
SAMD15,0.520,0.140
SAMD3,0.451,0.188
SAMD4A,0.130,0.305
SAMD4B,0.030,0.626
SAMD5,0.106,0.334
SAMD7,0.449,0.402
SAMD8,0.458,0.024
SAMD9,0.177,0.186
SAMD9L,-0.014,0.525
SAMHD1,0.116,0.104
SAMM50,-0.245,0.488
SAMSN1,-0.313,0.807
SAP130,0.040,0.548
SAP18,-0.099,0.738
SAP30,0.152,0.067
SAP30BP,-0.038,0.289
SAP30L,0.185,0.198
SAR1A,-0.072,0.672
SAR1B,0.045,0.768
SARDH,-0.323,0.007
SARM1,-0.060,0.602
SARNP,-0.156,0.041
SARS,0.052,0.724
SARS2,-0.012,0.906
SART1,0.085,0.462
SART3,0.096,0.345
SASH1,-0.125,0.739
SASH3,0.213,0.632
SASS6,0.027,0.926
SAT1,0.123,0.593
SAT2,-0.093,0.332
SATB1,0.158,0.226
SATB2,-0.017,0.940
SATL1,-0.453,0.050
SAV1,0.078,0.239
SBDS,0.034,0.770
SBDSP1,-0.087,0.770
SBF1,0.062,0.744
SBF1P1,0.273,0.082
SBF2,-0.050,0.493
SBK1,0.005,0.993
SBK2,-0.091,0.557
SBNO1,-0.050,0.396
SBNO2,0.063,0.424
SBSN,-0.477,0.048
SC5DL,-0.263,0.178
SCAF1,0.145,0.547
SCAF11,-0.198,0.036
SCAF4,-0.126,0.113
SCAF8,0.016,0.841
SCAI,-0.073,0.915
SCAMP1,-0.075,0.664
SCAMP2,0.172,0.176
SCAMP3,0.056,0.558
SCAMP4,0.044,0.811
SCAMP5,0.072,0.652
SCAND1,0.005,0.940
SCAND2,-0.065,0.587
SCAND3,-0.038,0.745
SCAP,0.011,0.915
SCAPER,-0.023,0.991
SCARA3,0.501,0.004
SCARA5,0.094,0.800
SCARB1,0.151,0.067
SCARB2,-0.098,0.274
SCARF1,-0.012,0.956
SCARF2,0.004,0.978
SCARNA1,0.567,0.414
SCARNA10,0.277,0.370
SCARNA12,0.029,0.843
SCARNA13,0.203,0.133
SCARNA16,0.607,0.013
SCARNA17,0.004,0.987
SCARNA2,-0.150,0.562
SCARNA22,-0.268,0.335
SCARNA23,0.346,0.771
SCARNA4,0.210,0.109
SCARNA5,-0.097,0.590
SCARNA6,-0.244,0.275
SCARNA7,-0.078,0.641
SCARNA9,0.115,0.443
SCARNA9L,0.030,0.860
SCCPDH,0.118,0.160
SCD,1.140,0.000
SCD5,-0.126,0.519
SCEL,-0.644,0.013
SCFD1,-0.219,0.022
SCFD2,0.126,0.172
SCG2,0.330,0.366
SCG3,0.244,0.548
SCG5,-0.749,0.014
SCGB1A1,0.084,0.282
SCGB1C1,0.199,0.120
SCGB1D1,0.156,0.695
SCGB1D2,0.293,0.243
SCGB1D4,0.204,0.090
SCGB2A1,-0.188,0.692
SCGB2A2,0.096,0.472
SCGB3A1,0.170,0.398
SCGB3A2,0.241,0.462
SCGBL,0.137,0.299
SCGN,-0.760,0.006
SCHIP1,-0.473,0.001
SCIN,-0.012,0.864
SCLT1,-0.166,0.112
SCLY,0.263,0.015
SCMH1,-0.224,0.195
SCML1,-0.191,0.080
SCML2,-0.218,0.692
SCML4,-0.264,0.008
SCN10A,0.285,0.314
SCN11A,0.004,0.947
SCN1A,0.138,0.864
SCN1B,0.041,0.888
SCN2A,0.290,0.552
SCN2B,-0.443,0.097
SCN3A,0.348,0.488
SCN3B,-0.091,0.722
SCN4A,-0.195,0.437
SCN4B,0.023,0.922
SCN5A,0.213,0.035
SCN7A,0.090,0.559
SCN8A,0.033,0.910
SCN9A,-0.116,0.223
SCNM1,-0.122,0.116
SCNN1A,0.279,0.185
SCNN1B,-0.105,0.424
SCNN1D,-0.030,0.775
SCNN1G,-0.383,0.342
SCO1,-0.066,0.414
SCO2,-0.043,0.606
SCOC,-0.087,0.386
SCP2,-0.115,0.336
SCPEP1,0.502,0.006
SCRG1,-0.601,0.313
SCRIB,0.056,0.487
SCRN1,0.134,0.830
SCRN2,-0.173,0.173
SCRN3,-0.074,0.735
SCRT1,0.045,0.680
SCRT2,-0.325,0.328
SCT,0.132,0.706
SCTR,-0.021,0.967
SCUBE1,0.286,0.061
SCUBE2,-0.339,0.253
SCUBE3,-0.482,0.211
SCXA,0.206,0.029
SCYL1,0.113,0.149
SCYL2,0.018,0.515
SCYL3,-0.009,0.900
SDAD1,0.085,0.460
SDC1,0.035,0.732
SDC2,-0.556,0.054
SDC3,0.271,0.028
SDC4,0.207,0.032
SDC4P,0.373,0.155
SDCBP,0.105,0.229
SDCBP2,-0.384,0.004
SDCCAG3,-0.076,0.431
SDCCAG8,0.061,0.753
SDF2,-0.055,0.667
SDF2L1,-0.136,0.440
SDF4,0.031,0.793
SDHA,-0.164,0.095
SDHAF1,-0.020,0.846
SDHAF2,0.008,0.921
SDHAP1,-0.114,0.248
SDHB,-0.030,0.652
SDHC,-0.107,0.367
SDHD,-0.239,0.029
SDK1,-0.369,0.316
SDK2,0.162,0.290
SDPR,-0.236,0.473
SDR16C5,-0.142,0.468
SDR16C6P,-0.009,0.978
SDR39U1,0.169,0.128
SDR42E1,-0.035,0.601
SDR9C7,0.233,0.494
SDS,-1.370,0.002
SDSL,-0.167,0.131
SEBOX,0.314,0.178
SEC1,-0.330,0.286
SEC11A,-0.033,0.670
SEC11C,0.099,0.195
SEC13,-0.003,0.956
SEC14L1,0.067,0.796
SEC14L2,-0.048,0.936
SEC14L3,-0.205,0.072
SEC14L4,0.540,0.000
SEC14L5,0.016,0.834
SEC14L6,0.275,0.331
SEC16A,-0.022,0.625
SEC16B,-0.166,0.422
SEC22A,-0.076,0.454
SEC22B,-0.111,0.258
SEC22C,-0.032,0.757
SEC23A,-0.065,0.473
SEC23B,0.597,0.593
SEC23IP,0.011,0.924
SEC24A,0.059,0.727
SEC24B,-0.033,0.779
SEC24C,0.013,0.906
SEC24D,-0.269,0.143
SEC31A,0.231,0.052
SEC31B,-0.138,0.588
SEC61A1,0.127,0.185
SEC61A2,0.034,0.799
SEC61B,-0.063,0.625
SEC61G,-0.155,0.251
SEC62,-0.215,0.063
SEC63,-0.246,0.041
SECISBP2,0.029,0.864
SECISBP2L,-0.031,0.980
SECTM1,-0.522,0.108
SEH1L,0.074,0.241
SEL1L,-0.284,0.164
SEL1L2,-0.190,0.421
SEL1L3,0.067,0.703
SELE,-0.681,0.001
SELENBP1,0.013,0.933
SELK,0.081,0.315
SELL,-0.353,0.313
SELM,0.087,0.578
SELO,-0.084,0.442
SELP,0.455,0.099
SELPLG,0.254,0.362
SELRC1,-0.086,0.311
SELS,0.022,0.835
SELT,0.102,0.264
SELV,0.228,0.785
SEMA3A,0.009,0.884
SEMA3B,0.759,0.002
SEMA3C,0.065,0.855
SEMA3D,-1.210,0.305
SEMA3E,0.017,0.773
SEMA3F,0.073,0.634
SEMA3G,0.306,0.058
SEMA4A,0.266,0.548
SEMA4B,0.201,0.429
SEMA4C,-0.100,0.398
SEMA4D,0.270,0.428
SEMA4F,0.180,0.240
SEMA4G,-0.006,0.985
SEMA5A,-0.816,0.009
SEMA5B,-0.233,0.116
SEMA6A,0.214,0.170
SEMA6B,0.202,0.465
SEMA6C,-0.076,0.239
SEMA6D,0.001,0.980
SEMA7A,-0.310,0.362
SEMG1,-0.113,0.499
SEMG2,0.023,0.709
SENP1,0.080,0.596
SENP2,0.064,0.378
SENP3,-0.083,0.354
SENP5,-0.048,0.487
SENP6,-0.375,0.222
SENP7,-0.170,0.155
SENP8,-0.079,0.550
SEP15,0.001,0.985
SEPHS1,0.004,0.952
SEPHS1P1,0.681,0.292
SEPHS2,0.057,0.499
SEPN1,0.189,0.079
SEPP1,-0.467,0.007
SEPSECS,-0.203,0.038
SEPT1,-0.523,0.110
SEPT10,-0.006,0.941
SEPT11,-0.262,0.008
SEPT12,-0.175,0.560
SEPT14,0.008,0.890
SEPT2,0.010,0.597
SEPT3,0.262,0.560
SEPT4,-0.541,0.002
SEPT5,-0.004,0.988
SEPT6,0.135,0.312
SEPT7,-0.015,0.902
SEPT7L,0.176,0.364
SEPT7P2,0.009,0.889
SEPT8,0.072,0.701
SEPT9,0.056,0.474
SEPW1,0.130,0.262
SEPX1,-0.115,0.260
SERAC1,0.091,0.854
SERBP1,-0.096,0.624
SERF1A,-0.083,0.524
SERF1B,-0.109,0.497
SERF2,-0.089,0.136
SERGEF,-0.036,0.713
SERHL2,-0.346,0.002
SERINC1,0.002,0.990
SERINC2,0.721,0.001
SERINC3,0.114,0.082
SERINC4,-0.414,0.366
SERINC5,0.102,0.375
SERP1,-0.274,0.547
SERP2,-0.063,0.711
SERPINA1,0.105,0.074
SERPINA10,-0.790,0.049
SERPINA11,0.243,0.214
SERPINA12,0.304,0.274
SERPINA13,-0.005,0.931
SERPINA2,-0.223,0.388
SERPINA3,-0.064,0.879
SERPINA4,-0.619,0.016
SERPINA5,-0.362,0.341
SERPINA6,-0.167,0.321
SERPINA7,-0.449,0.154
SERPINA9,0.336,0.349
SERPINB1,0.544,0.000
SERPINB10,-0.160,0.311
SERPINB11,0.136,0.923
SERPINB12,0.181,0.109
SERPINB13,-0.238,0.548
SERPINB2,-0.295,0.015
SERPINB3,0.138,0.235
SERPINB4,-0.323,0.162
SERPINB5,-0.267,0.504
SERPINB6,0.338,0.010
SERPINB7,0.169,0.401
SERPINB8,-0.168,0.036
SERPINB9,1.210,0.001
SERPINC1,-0.144,0.321
SERPIND1,0.520,0.001
SERPINE1,0.401,0.047
SERPINE2,1.710,0.000
SERPINE3,0.282,0.281
SERPINF1,-0.041,0.711
SERPINF2,-1.110,0.004
SERPING1,0.137,0.692
SERPINH1,0.104,0.178
SERPINI1,-0.270,0.090
SERPINI2,-0.653,0.147
SERTAD1,0.239,0.064
SERTAD2,-0.183,0.126
SERTAD3,0.052,0.707
SERTAD4,0.052,0.415
SERTM1,0.014,0.851
SESN1,0.131,0.287
SESN2,0.206,0.264
SESN3,-0.371,0.265
SESTD1,-0.187,0.396
SET,0.116,0.733
SETBP1,-0.213,0.096
SETD1A,0.082,0.330
SETD1B,0.201,0.301
SETD2,-0.015,0.891
SETD3,-0.123,0.658
SETD4,-0.074,0.420
SETD5,-0.401,0.172
SETD6,-0.220,0.041
SETD7,0.132,0.359
SETD8,0.006,0.646
SETDB1,-0.094,0.106
SETDB2,-0.143,0.133
SETMAR,-0.155,0.310
SETP20,-0.318,0.529
SETX,0.019,0.855
SEZ6,0.080,0.225
SEZ6L,-0.539,0.107
SEZ6L2,0.123,0.096
SF1,0.033,0.262
SF3A1,-0.172,0.117
SF3A2,0.100,0.425
SF3A3,0.074,0.336
SF3B1,-0.021,0.906
SF3B14,-0.209,0.055
SF3B2,0.167,0.239
SF3B3,0.113,0.629
SF3B4,0.037,0.788
SF3B5,-0.049,0.597
SFI1,0.016,0.914
SFMBT1,0.151,0.201
SFMBT2,-0.087,0.315
SFN,0.233,0.325
SFPQ,0.075,0.324
SFR1,0.018,0.917
SFRP1,-0.417,0.473
SFRP2,0.016,0.799
SFRP4,-0.006,0.987
SFRP5,0.061,0.672
SFSWAP,0.089,0.340
SFT2D1,0.066,0.745
SFT2D2,-0.250,0.028
SFT2D3,0.020,0.883
SFTA1P,-0.025,0.900
SFTA2,0.020,0.917
SFTA3,-0.177,0.355
SFTPA1,-0.035,0.936
SFTPA2,-0.234,0.440
SFTPB,0.077,0.693
SFTPC,-0.111,0.690
SFTPD,-0.217,0.101
SFXN1,0.163,0.789
SFXN2,-0.292,0.039
SFXN3,0.053,0.643
SFXN4,-0.116,0.178
SFXN5,-0.079,0.482
SGCA,-0.047,0.808
SGCB,-0.110,0.235
SGCD,-0.214,0.016
SGCE,0.202,0.038
SGCG,-0.916,0.314
SGCZ,0.049,0.443
SGIP1,-0.458,0.109
SGK1,0.477,0.234
SGK110,-0.236,0.351
SGK196,0.886,0.295
SGK2,0.829,0.000
SGK223,-0.217,0.027
SGK3,-0.063,0.471
SGK494,0.086,0.763
SGMS1,-0.316,0.030
SGMS2,0.275,0.084
SGOL1,-0.207,0.512
SGOL2,-0.213,0.278
SGPL1,-0.058,0.546
SGPP1,0.258,0.087
SGPP2,-0.315,0.340
SGSH,0.188,0.209
SGSM1,-0.191,0.380
SGSM2,0.055,0.370
SGSM3,0.346,0.411
SGTA,0.048,0.473
SGTB,-0.122,0.154
SH2B1,-0.122,0.247
SH2B2,0.226,0.205
SH2B3,0.043,0.774
SH2D1A,0.167,0.636
SH2D1B,0.019,0.817
SH2D2A,0.245,0.274
SH2D3A,0.098,0.318
SH2D3C,0.055,0.803
SH2D4A,-0.046,0.641
SH2D4B,0.300,0.443
SH2D5,-0.246,0.127
SH2D6,-0.449,0.010
SH2D7,1.080,0.268
SH3BGR,-0.039,0.754
SH3BGRL,0.104,0.363
SH3BGRL2,-0.093,0.462
SH3BGRL3,-0.147,0.274
SH3BP1,-0.079,0.689
SH3BP2,0.205,0.360
SH3BP4,-0.014,0.241
SH3BP5,0.360,0.132
SH3BP5L,0.057,0.590
SH3D19,0.019,0.860
SH3D21,-0.202,0.279
SH3GL1,0.300,0.065
SH3GL1P1,0.198,0.060
SH3GL1P2,-0.242,0.344
SH3GL1P3,-0.317,0.413
SH3GL2,-0.102,0.735
SH3GL3,-0.034,0.501
SH3GLB1,-0.150,0.089
SH3GLB2,0.007,0.960
SH3KBP1,0.033,0.218
SH3PXD2A,0.237,0.200
SH3PXD2B,0.267,0.139
SH3RF1,0.059,0.553
SH3RF2,0.605,0.042
SH3RF3,0.254,0.089
SH3TC1,0.110,0.086
SH3TC2,0.380,0.081
SH3YL1,0.027,0.349
SHANK1,0.372,0.402
SHANK2,-0.093,0.189
SHANK3,0.309,0.021
SHARPIN,-0.156,0.083
SHB,0.058,0.752
SHBG,0.314,0.186
SHC1,-0.160,0.103
SHC2,0.060,0.209
SHC3,-0.583,0.174
SHC4,-1.460,0.003
SHCBP1,0.364,0.581
SHCBP1L,-0.269,0.623
SHD,-0.215,0.059
SHE,-0.134,0.599
SHF,0.189,0.259
SHFM1,-0.010,0.895
SHH,0.072,0.812
SHISA2,0.028,0.676
SHISA3,0.026,0.663
SHISA4,0.059,0.531
SHISA5,-0.054,0.392
SHISA6,0.141,0.814
SHISA7,-0.134,0.573
SHISA8,0.060,0.840
SHISA9,0.994,0.000
SHKBP1,-0.049,0.770
SHMT1,0.056,0.929
SHMT2,0.022,0.829
SHOC2,-0.035,0.861
SHOX,0.177,0.694
SHOX2,-1.250,0.067
SHPK,0.115,0.352
SHPRH,-0.046,0.883
SHQ1,0.113,0.447
SHROOM1,0.261,0.081
SHROOM2,0.574,0.166
SHROOM3,-0.059,0.589
SHROOM4,-0.056,0.835
SI,-0.236,0.436
SIAE,-0.074,0.450
SIAH1,0.028,0.946
SIAH2,-0.092,0.606
SIAH3,0.012,0.840
SIDT1,0.783,0.261
SIDT2,-0.139,0.314
SIGIRR,-0.157,0.115
SIGLEC1,0.447,0.416
SIGLEC10,0.534,0.413
SIGLEC11,0.772,0.003
SIGLEC12,-0.912,0.086
SIGLEC14,0.347,0.810
SIGLEC15,0.322,0.538
SIGLEC16,0.024,0.247
SIGLEC5,0.128,0.682
SIGLEC6,1.150,0.303
SIGLEC7,0.347,0.379
SIGLEC8,-0.433,0.193
SIGLEC9,0.680,0.056
SIGLECP3,1.132,0.124
SIGMAR1,-0.035,0.731
SIK1,0.091,0.477
SIK2,-0.268,0.045
SIK3,-0.126,0.299
SIKE1,-0.039,0.803
SIL1,0.087,0.293
SIM1,0.066,0.865
SIM2,-0.030,0.877
SIN3A,0.325,0.075
SIN3B,0.154,0.256
SIPA1,0.014,0.889
SIPA1L1,0.005,0.962
SIPA1L2,0.072,0.432
SIPA1L3,0.257,0.702
SIRPA,0.487,0.001
SIRPB1,-0.036,0.713
SIRPB2,0.129,0.271
SIRPD,0.041,0.901
SIRPG,0.402,0.028
SIRT1,0.048,0.706
SIRT2,0.144,0.094
SIRT3,-0.005,0.448
SIRT4,-0.225,0.198
SIRT5,-0.298,0.011
SIRT6,0.077,0.400
SIRT7,0.066,0.765
SIT1,0.657,0.354
SIVA1,0.210,0.116
SIX1,0.487,0.017
SIX2,-0.394,0.100
SIX3,-0.344,0.560
SIX4,1.210,0.001
SIX5,0.189,0.104
SIX6,0.276,0.270
SKA1,0.137,0.799
SKA2,-0.045,0.847
SKA3,0.256,0.794
SKAP1,-0.401,0.145
SKAP2,-0.005,0.969
SKCG-1,0.063,0.790
SKI,-0.158,0.402
SKIL,0.165,0.106
SKINTL,0.026,0.692
SKIV2L,-0.010,0.940
SKIV2L2,-0.023,0.732
SKOR1,0.330,0.296
SKOR2,0.210,0.565
SKP1,-0.035,0.934
SKP2,-0.170,0.296
SLA,-0.505,0.452
SLA2,0.185,0.869
SLAIN1,0.107,0.309
SLAIN2,-0.343,0.052
SLAMF1,-0.206,0.246
SLAMF6,-0.043,0.610
SLAMF7,0.153,0.799
SLAMF8,-0.706,0.431
SLAMF9,-0.355,0.346
SLBP,0.055,0.490
SLC10A1,-0.858,0.037
SLC10A2,0.022,0.719
SLC10A3,0.174,0.246
SLC10A4,0.195,0.399
SLC10A5,-0.900,0.210
SLC10A6,0.178,0.124
SLC10A7,-0.215,0.632
SLC11A1,0.082,0.943
SLC11A2,0.073,0.734
SLC12A1,-0.083,0.479
SLC12A2,-0.086,0.499
SLC12A3,0.030,0.928
SLC12A4,0.030,0.755
SLC12A5,0.000,0.865
SLC12A6,-0.071,0.513
SLC12A7,-0.194,0.289
SLC12A8,0.090,0.547
SLC12A9,0.111,0.423
SLC13A1,0.135,0.149
SLC13A2,0.010,0.954
SLC13A3,-0.228,0.022
SLC13A4,-0.029,0.899
SLC13A5,0.644,0.007
SLC14A1,0.122,0.697
SLC14A2,-0.420,0.232
SLC15A1,-0.581,0.046
SLC15A2,1.830,0.170
SLC15A3,0.464,0.005
SLC15A4,0.015,0.901
SLC15A5,-0.006,0.978
SLC16A1,-0.108,0.512
SLC16A10,0.172,0.411
SLC16A11,-0.237,0.566
SLC16A12,-0.384,0.013
SLC16A13,-0.055,0.706
SLC16A14,0.185,0.563
SLC16A2,-0.060,0.378
SLC16A3,0.121,0.180
SLC16A4,0.023,0.805
SLC16A5,0.285,0.022
SLC16A6,-2.290,0.207
SLC16A7,-0.188,0.158
SLC16A8,0.163,0.887
SLC16A9,0.208,0.333
SLC17A1,-1.160,0.005
SLC17A2,-1.480,0.000
SLC17A3,-0.652,0.032
SLC17A4,-0.263,0.097
SLC17A5,-0.017,0.809
SLC17A6,-0.873,0.003
SLC17A7,-0.061,0.804
SLC17A8,-0.040,0.673
SLC17A9,-0.313,0.596
SLC18A1,-0.328,0.246
SLC18A2,0.383,0.268
SLC18A3,0.097,0.784
SLC19A1,-0.022,0.476
SLC19A2,-0.055,0.531
SLC19A3,-0.119,0.145
SLC1A1,-0.145,0.346
SLC1A2,-0.914,0.204
SLC1A3,-0.040,0.967
SLC1A4,0.316,0.159
SLC1A5,0.474,0.135
SLC1A6,0.068,0.437
SLC1A7,-0.195,0.132
SLC20A1,0.274,0.020
SLC20A2,0.027,0.591
SLC22A1,-0.581,0.012
SLC22A10,-0.265,0.190
SLC22A11,0.201,0.213
SLC22A12,-0.049,0.846
SLC22A13,-0.105,0.252
SLC22A14,-0.065,0.783
SLC22A15,-0.071,0.922
SLC22A16,0.188,0.631
SLC22A17,-0.491,0.116
SLC22A18,0.107,0.148
SLC22A18AS,0.188,0.080
SLC22A2,-0.089,0.413
SLC22A20,0.209,0.503
SLC22A23,-0.034,0.934
SLC22A24,-0.162,0.188
SLC22A25,-0.628,0.138
SLC22A3,0.053,0.721
SLC22A31,0.401,0.256
SLC22A4,-0.495,0.038
SLC22A5,-0.048,0.532
SLC22A6,0.484,0.427
SLC22A7,-0.340,0.064
SLC22A8,0.187,0.648
SLC22A9,-0.529,0.060
SLC23A1,-0.505,0.082
SLC23A2,0.604,0.041
SLC23A3,-0.301,0.228
SLC24A1,0.035,0.472
SLC24A2,0.224,0.517
SLC24A3,0.004,0.945
SLC24A4,0.245,0.022
SLC24A5,0.209,0.500
SLC24A6,0.064,0.397
SLC25A1,-0.116,0.120
SLC25A10,-0.447,0.001
SLC25A11,-0.186,0.045
SLC25A12,-0.254,0.033
SLC25A13,0.296,0.100
SLC25A14,0.035,0.758
SLC25A15,-0.384,0.010
SLC25A16,0.045,0.673
SLC25A17,0.026,0.675
SLC25A18,-0.365,0.043
SLC25A19,-0.052,0.661
SLC25A2,-0.274,0.297
SLC25A20,-0.205,0.128
SLC25A21,-0.205,0.243
SLC25A22,0.264,0.377
SLC25A23,0.402,0.001
SLC25A24,-0.030,0.893
SLC25A25,-0.311,0.113
SLC25A26,-0.274,0.105
SLC25A27,-0.102,0.850
SLC25A28,-0.041,0.628
SLC25A29,-0.095,0.338
SLC25A3,0.097,0.394
SLC25A30,-0.458,0.028
SLC25A31,0.008,0.898
SLC25A32,-0.202,0.041
SLC25A33,-0.240,0.217
SLC25A34,-0.599,0.001
SLC25A35,0.582,0.151
SLC25A36,0.386,0.405
SLC25A37,0.140,0.276
SLC25A38,0.073,0.586
SLC25A39,-0.042,0.706
SLC25A4,0.162,0.216
SLC25A40,-0.113,0.557
SLC25A41,0.483,0.097
SLC25A42,-0.357,0.045
SLC25A43,0.145,0.103
SLC25A44,0.232,0.038
SLC25A45,0.122,0.556
SLC25A46,0.041,0.893
SLC25A47,-1.670,0.000
SLC25A48,0.010,0.938
SLC25A5,-0.011,0.894
SLC25A6,-0.092,0.738
SLC26A1,-0.050,0.647
SLC26A10,0.109,0.787
SLC26A11,0.191,0.176
SLC26A2,-0.651,0.002
SLC26A3,-0.586,0.002
SLC26A4,-0.513,0.001
SLC26A5,-0.091,0.576
SLC26A6,-0.024,0.863
SLC26A7,0.656,0.199
SLC26A8,0.052,0.462
SLC26A9,-0.767,0.085
SLC27A1,-0.016,0.935
SLC27A2,0.400,0.035
SLC27A3,-0.180,0.189
SLC27A4,0.189,0.058
SLC27A5,-0.122,0.228
SLC27A6,0.005,0.936
SLC28A1,0.044,0.097
SLC28A2,-0.025,0.945
SLC28A3,-0.022,0.857
SLC29A1,0.137,0.273
SLC29A2,-0.049,0.770
SLC29A3,0.124,0.158
SLC29A4,0.042,0.930
SLC2A1,0.519,0.105
SLC2A10,0.081,0.632
SLC2A11,0.083,0.394
SLC2A12,-0.299,0.551
SLC2A13,-0.249,0.436
SLC2A14,-0.664,0.013
SLC2A2,-0.728,0.001
SLC2A3,-0.011,0.565
SLC2A4,-0.423,0.274
SLC2A4RG,-0.401,0.006
SLC2A5,-0.170,0.610
SLC2A6,0.397,0.002
